F98F F930
F788 0
F7AC 0
F7B6 0
F797 0
F787 0
F7B7 0
F801 0
F82A 0
F82C 0
F822 0
F81D 0
F82C 0
F859 0
F889 0
F897 0
F891 0
F89E 1
F8C0 0
F8DD 0
F8ED 0
F90B 0
F93C 8
F959 4
F94B 8
F92E 11
F932 0
F956 4
F973 8
F973 60
F95C 0
F93B 80
F92E 81
F953 0
F99B 84
F9CB 0
F9C7 84
F9AB 80
F9A2 0
F9B7 80
F9DF 80
FA0A 2
FA17 4
F9E2 82
F988 41
F96C 40
F9B4 0
FA0D 0
FA14 0
F9D0 4
F996 0
F99A 20
F9CF 1
F9FF C
F9FA 0
F9C0 0
F987 0
F978 0
F98F 0
F9B2 1
F9C1 1
F9A4 0
F96E 8
F950 4
F964 0
F98A C
F988 0
F94A 0
F8FE 8
F8DE 0
F8E8 0
F8ED 0
F8C4 0
F87B 0
F847 0
F845 1
F85E 0
F863 0
F83F 0
F80B 0
F7F1 0
F7F7 0
F7FC 0
F7E9 0
F7D1 0
F7CC 0
F7CA 0
F7BA 0
F7A2 0
F793 0
F795 0
F79B 0
F790 0
F776 0
F75D 0
F754 0
F751 0
F742 0
F71E 0
F6EF 0
F6CE 0
F6D2 0
F6ED 0
F6EE 0
F6C3 0
F698 0
F694 0
F6B2 0
F6D0 0
F6D2 0
F6AF 0
F683 0
F675 0
F689 0
F69B 0
F698 0
F69B 0
F6B5 0
F6CA 0
F6C9 0
F6C0 0
F6CC 0
F6F4 0
F714 0
F70D 0
F6EB 0
F6D8 0
F6E5 0
F6FE 0
F713 0
F70A 0
F6EA 0
F6E0 0
F714 0
F76A 0
F78A 0
F75D 0
F734 0
F761 0
F7C1 0
F7FB 0
F7EF 0
F7C2 0
F7B6 0
F7E9 0
F834 0
F85A 10
F84D 0
F83E 0
F854 0
F879 0
F88C 0
F894 1
F8A6 14
F8C6 0
F8EC 0
F90F A
F91C 0
F90D 0
F906 8
F926 0
F957 82
F968 20
F95A 28
F94E 0
F953 0
F96A 2
F994 0
F9BB 0
F9BE 0
F9AE 12
F9B8 0
F9DE 0
F9F6 2
F9EF 0
F9E8 2
F9F4 0
FA12 84
FA30 80
FA33 80
FA18 A2
FA07 80
FA1E 0
FA3E 0
FA3E 0
FA25 10
FA15 2
FA0B 0
F9FC 0
F9EE 0
F9E5 20
F9E2 0
F9EA 0
F9F4 1
F9E1 3
F9B5 0
F99A 10
F99A 1
F999 2
F98F 4
F98A 0
F97A 2
F950 2
F920 10
F909 1
F908 20
F901 40
F8EC 30
F8D2 12
F8B8 3
F89A 0
F877 0
F85B 0
F852 0
F858 0
F851 0
F82F 0
F807 0
F7E6 0
F7CE 0
F7CA 0
F7D4 0
F7DB 0
F7C5 0
F792 0
F766 0
F764 0
F779 0
F779 0
F75A 0
F73E 0
F73A 0
F738 0
F728 0
F717 0
F708 0
F6F6 0
F6EE 0
F6F0 0
F6DE 0
F6B6 0
F6A3 0
F6B4 0
F6C0 0
F6AE 0
F69B 0
F6A2 0
F6B2 0
F6B1 0
F694 0
F671 0
F674 0
F6B4 0
F700 0
F706 0
F6C7 0
F6A2 0
F6DC 0
F744 0
F781 0
F76E 0
F731 0
F70D 0
F729 0
F760 0
F775 0
F761 0
F754 0
F763 0
F76F 0
F762 0
F752 0
F762 0
F78E 3
F7B4 0
F7C0 0
F7B6 0
F7A9 0
F7B7 0
F7F4 0
F842 2
F868 0
F85A 0
F84B 0
F873 0
F8BE 0
F8F2 32
F8F5 0
F8E7 0
F8FC 1
F93B 0
F978 1
F986 0
F96D 14
F95F 0
F97B 0
F9B0 0
F9DB 0
F9E1 20
F9C8 4
F9B6 0
F9CA 0
F9F7 0
FA15 0
FA11 3
FA04 0
FA0E 0
FA32 0
FA53 10
FA4E 1
FA27 0
FA15 0
FA47 0
FA98 0
FAB6 0
FA93 0
FA5B 0
FA47 0
FA6A 4
FAA6 18
FAC6 4
FA9E 0
FA3D 9
F9E9 0
F9E6 0
FA27 0
FA55 0
FA3B 0
F9F0 10
F9B3 0
F9AF 4
F9D7 0
F9F6 0
F9EC 8
F9C1 0
F997 3
F980 0
F977 0
F97B 5A
F980 1
F978 0
F962 40
F94D 20
F940 20
F92B 0
F906 0
F8E7 8
F8DF 0
F8D2 0
F8A4 0
F862 0
F831 0
F81B 0
F80F 0
F7FD 24
F7E3 8
F7CF 1
F7D1 2
F7E1 9
F7E0 0
F7C7 0
F7AA 0
F7A7 0
F7C5 0
F7E9 0
F7DC 0
F791 0
F745 0
F733 0
F74E 0
F756 0
F726 0
F6D1 0
F68E 0
F682 0
F69B 0
F6A6 0
F690 0
F674 0
F66E 0
F67F 0
F699 0
F6B0 0
F6B2 0
F6A1 0
F6A9 0
F6D9 0
F701 0
F6FA 0
F6DC 0
F6CF 0
F6D4 0
F6E6 0
F700 0
F70D 0
F6F6 0
F6CB 0
F6B0 0
F6B9 0
F6E8 0
F71B 0
F71F 0
F6ED 0
F6C5 0
F6E5 0
F732 0
F76B 0
F76D 0
F756 0
F759 0
F786 0
F7C8 0
F7FE 0
F81F 0
F832 0
F841 0
F863 2
F8A6 0
F8EE 0
F90E 1
F900 20
F8F5 28
F916 20
F953 0
F983 10
F990 0
F984 4
F971 8
F967 0
F971 0
F988 0
F9A8 0
F9C4 0
F9BE 4
F998 0
F989 0
F9B6 0
FA06 8
FA49 0
FA60 0
FA4F 0
FA41 0
FA62 0
FAA3 1
FACE 1
FAD6 0
FAD2 0
FACA 0
FABE 0
FAC2 4
FAD7 8
FADE 1
FAC6 0
FA9F 0
FA80 0
FA6B 0
FA60 0
FA60 0
FA50 0
FA28 0
FA05 0
FA0D 0
FA42 0
FA70 0
FA6E 0
FA45 0
FA23 0
FA2D 0
FA4F 0
FA4E 0
FA26 0
FA04 0
F9F1 0
F9D0 0
F999 0
F970 3
F967 0
F95F 0
F934 0
F8E6 0
F89A 20
F876 0
F877 0
F879 0
F861 0
F832 0
F803 0
F7EE 0
F7FC 10
F816 0
F820 9
F812 0
F7FA 0
F7E5 0
F7D3 0
F7C5 0
F7B2 0
F79F 0
F791 0
F773 0
F73C 0
F708 0
F6F1 0
F6E3 0
F6CE 0
F6BB 0
F6AA 0
F68C 0
F666 0
F65D 0
F66F 0
F67A 0
F66C 0
F65D 0
F65A 0
F659 0
F651 0
F646 0
F642 0
F654 0
F678 0
F688 0
F668 0
F647 0
F65D 0
F694 0
F6B0 0
F6A3 0
F683 0
F65E 0
F645 0
F65C 0
F695 0
F6A9 0
F67A 0
F644 0
F64F 0
F695 0
F6DC 0
F6FF 0
F70A 0
F710 0
F71D 0
F748 0
F792 0
F7D9 0
F7FE 0
F806 0
F808 0
F809 0
F824 0
F86D 0
F8BD 0
F8DD 1
F8C9 0
F8A6 10
F89B 0
F8B5 4
F8EE 0
F92C 8
F941 2
F921 0
F8F5 0
F8FA 0
F940 0
F998 0
F9D6 0
F9E1 0
F9C1 0
F9A4 0
F9BB 0
FA06 0
FA4C 2
FA60 0
FA4C 0
FA3A 0
FA44 4
FA6E 0
FAA7 0
FAC5 4
FAB4 0
FA93 8
FA94 0
FABE 0
FAE1 0
FAD9 0
FAAF 0
FA89 0
FA84 0
FA9D 0
FAB0 2
FA9C 0
FA61 0
FA2A 0
FA1D 0
FA41 0
FA71 0
FA73 0
FA33 0
F9DE 8
F9B6 40
F9DC 0
FA2F 0
FA50 4
F9FB 1
F963 20
F906 10
F932 1
F9A5 1
F9C7 0
F94E 0
F894 0
F839 0
F874 0
F8ED 0
F91F 0
F8C2 0
F813 0
F7A5 0
F7CC 0
F847 0
F89B 0
F884 0
F815 0
F7A6 0
F784 0
F7B8 0
F7FD 0
F801 0
F7A7 0
F725 0
F6D3 0
F6C2 0
F6D8 0
F6D6 0
F697 0
F633 0
F5DF 0
F5DC 0
F622 0
F653 0
F645 0
F61A 0
F601 0
F619 0
F65A 0
F699 0
F69E 0
F66B 0
F643 0
F659 0
F69D 0
F6C6 0
F6AE 0
F662 0
F623 0
F633 0
F670 0
F684 0
F642 0
F5EE 0
F5CF 0
F5EF 0
F623 0
F63D 0
F62F 0
F5F5 0
F5C7 0
F5E2 0
F653 0
F6C7 0
F6ED 0
F6BA 0
F674 0
F66C 0
F6D7 0
F76D 0
F7B0 0
F77B 0
F727 0
F729 0
F78B 0
F815 0
F876 0
F88B 0
F855 3
F815 6
F821 0
F897 1
F925 0
F95A 0
F91C 0
F8BD 0
F8A4 0
F8F3 0
F974 0
F9C5 0
F9AA 2
F956 0
F93D 0
F970 5
F9C2 20
FA03 0
FA10 10
F9DB 0
F9A2 1
F9B0 1
FA01 22
FA4E 24
FA57 0
FA28 0
F9F8 0
FA04 0
FA3D 4
FA6F 0
FA73 0
FA53 0
FA2E 4
FA24 0
FA43 0
FA6A 0
FA78 0
FA6E 0
FA5E 0
FA4B 0
FA48 0
FA6E 0
FA9E 0
FAA2 0
FA72 11
FA47 20
FA40 0
FA62 1
FA7D 21
FA61 0
FA02 3
F991 1
F96B 0
F9A0 1
F9DE 2
F9BE 1
F944 0
F8D8 0
F8D1 0
F92B 0
F984 0
F97C 0
F90B 0
F88F 0
F86C 0
F8A2 0
F8E1 0
F8D6 0
F882 0
F820 0
F7EA 0
F7EF 0
F814 0
F825 0
F7F7 0
F795 0
F73B 0
F71B 0
F722 0
F725 0
F70C 0
F6D0 0
F682 0
F65D 0
F67F 0
F6B9 0
F6CA 0
F6A3 0
F66D 0
F65C 0
F675 0
F698 0
F69E 0
F678 0
F63D 0
F621 0
F63D 0
F66F 0
F681 0
F667 0
F64A 0
F64F 0
F662 0
F660 0
F64A 0
F62F 0
F620 0
F61F 0
F620 0
F61B 0
F617 0
F615 0
F60F 0
F60E 0
F622 0
F649 0
F66A 0
F66E 0
F65E 0
F65C 0
F683 0
F6CB 0
F70E 0
F721 0
F70D 0
F6FA 0
F709 0
F748 0
F7A0 0
F7DE 0
F7E1 0
F7C3 0
F7C1 0
F7F3 0
F840 0
F878 2
F879 C
F852 1
F83B 0
F858 8
F899 0
F8D9 18
F901 1
F91B 0
F92D 1
F93F 8
F96A 0
F9B0 0
F9EC 0
F9F3 10
F9D7 0
F9CA 0
F9E0 0
FA0A 0
FA2A 0
FA28 0
FA10 0
FA0E 2
FA3A 0
FA75 0
FA95 10
FA8C 0
FA6E 0
FA5E 0
FA74 0
FA99 1
FAA7 1
FA9E 1
FA92 0
FA8A 0
FA8E 0
FAAE 0
FAE2 0
FAF9 10
FAD1 0
FA89 0
FA5A 0
FA5C 2
FA71 0
FA6C 0
FA3A 0
F9F6 0
F9D3 0
F9DD 0
F9FA 2
FA0D 1
FA06 0
F9DB 0
F99B 0
F976 0
F987 0
F9B1 1
F9B1 22
F967 0
F903 0
F8D3 0
F8EF 0
F923 0
F928 0
F8EA 9
F897 0
F876 0
F89B 0
F8C3 0
F8A9 0
F855 0
F805 0
F7E7 0
F7F2 0
F7F5 0
F7D3 0
F79D 0
F77B 0
F772 0
F769 0
F75D 0
F751 0
F743 0
F72B 0
F709 0
F6F7 0
F706 0
F716 0
F709 0
F6E3 0
F6BC 0
F6AD 0
F6BF 0
F6DF 0
F6EA 0
F6CD 0
F69C 0
F681 0
F67E 0
F67F 0
F67F 0
F675 0
F656 0
F628 0
F60B 0
F618 0
F63C 0
F650 0
F64D 0
F63A 0
F633 0
F65A 0
F69A 0
F6C0 0
F6B3 0
F68E 0
F68E 0
F6B9 0
F6F5 0
F72F 0
F748 0
F735 0
F720 0
F744 0
F7A6 0
F80D 0
F82F 0
F80D 0
F7DC 0
F7CF 0
F7F8 0
F83D 9
F876 9
F87F 0
F854 0
F821 28
F82C 20
F881 1
F8DC 0
F8FB 0
F8DA 0
F8AD 44
F8B2 8
F902 0
F961 0
F97B 0
F951 0
F926 2
F93D 0
F992 0
F9E0 0
F9EA 0
F9BF 0
F9A1 0
F9B4 0
F9D9 0
F9EA 0
F9E7 0
F9CB 0
F99E 0
F988 0
F99B 0
F9BD 0
F9D4 20
F9DE 0
F9DF 0
F9DE 1
F9E8 0
FA05 0
FA20 2
FA23 0
FA18 8
FA11 0
FA0D 0
FA00 0
F9EA 4
F9D1 0
F9B8 1
F99D 0
F98E 20
F97F 0
F960 60
F934 41
F911 0
F913 50
F930 40
F93F 1
F927 0
F8FE 0
F8E8 0
F8F3 0
F917 8
F935 0
F929 0
F8F4 0
F8BB 0
F8A8 0
F8B2 0
F8A8 0
F873 0
F82B 0
F7EF 0
F7C6 0
F7A9 0
F79A 0
F783 0
F752 0
F71A 0
F705 0
F720 0
F748 0
F760 0
F757 0
F734 0
F729 0
F750 0
F783 0
F795 0
F77E 0
F755 0
F733 0
F726 0
F731 0
F746 0
F744 0
F719 0
F6DA 0
F6B1 0
F6B1 0
F6BB 0
F6A9 0
F675 0
F639 0
F618 0
F622 0
F63D 0
F645 0
F62F 0
F616 0
F621 0
F65C 0
F69E 0
F6BF 0
F6BA 0
F6AE 0
F6BD 0
F6F0 0
F72E 0
F747 0
F72E 0
F713 0
F72D 0
F773 0
F7B4 0
F7CC 0
F7B8 0
F797 0
F795 0
F7B2 0
F7D2 0
F7D8 10
F7CB 0
F7BB 10
F7BA 0
F7DB 1
F816 0
F84B 0
F866 0
F878 2
F898 10
F8C9 4
F8FB 0
F926 0
F93B 20
F936 0
F92F 0
F93E 2
F95E 0
F983 2
F99A 0
F992 0
F974 0
F965 0
F983 2
F9BA 0
F9DE 0
F9D4 0
F9AB 0
F991 0
F9A7 0
F9D9 0
F9F7 0
F9EF 0
F9DB 0
F9E7 0
FA17 0
FA48 0
FA57 0
FA49 0
FA3B 0
FA34 0
FA31 0
FA2F 0
FA25 0
FA03 0
F9C9 0
F99D 0
F9A8 0
F9D9 0
F9E0 0
F9A3 2
F962 0
F962 0
F994 0
F9B7 0
F9A9 0
F97F 0
F958 0
F951 0
F969 8
F97E 0
F97D 20
F96F 0
F963 0
F95D 0
F955 0
F944 0
F92C 0
F91C C
F910 0
F8EF 2
F8B3 8
F87D 0
F86C 0
F873 1
F86C 0
F83D 0
F804 0
F7EC 0
F804 0
F823 2
F825 0
F80D 0
F7F4 0
F7EC 0
F7F2 0
F7FC 0
F7F9 0
F7EE 0
F7E3 0
F7E1 0
F7E2 0
F7DF 0
F7D0 0
F7AF 0
F792 0
F785 0
F76E 0
F733 0
F6E6 0
F6B0 0
F6A5 0
F6B0 0
F6AD 0
F688 0
F65E 0
F659 0
F67D 0
F6B7 0
F6F3 0
F716 0
F70D 0
F6E9 0
F6E2 0
F719 0
F76F 0
F7A5 0
F79C 0
F76A 0
F746 0
F75B 0
F7A1 0
F7E1 0
F7EA 0
F7B5 0
F771 0
F752 1
F76D 10
F7A6 0
F7D0 0
F7CE 41
F7AA 40
F790 0
F7AC 14
F801 0
F862 40
F893 0
F885 40
F864 41
F86F 10
F8BA 0
F91C 0
F949 0
F91A 0
F8C7 1
F8A8 0
F8D6 0
F91D 20
F93F 0
F931 0
F905 0
F8DD 4
F8E2 0
F91D 0
F95A 0
F967 0
F94E 0
F936 0
F937 0
F952 11
F984 0
F9AB 0
F9B9 0
F9B8 8
F9B8 0
F9BC 0
F9C2 0
F9C9 10
F9C6 30
F9C2 0
F9C7 0
F9C2 0
F996 0
F960 0
F959 0
F982 0
F9A5 1
F996 0
F964 0
F946 0
F959 2
F97D 0
F985 0
F970 20
F95F 0
F961 0
F963 0
F958 0
F94B 0
F954 0
F976 0
F98D 0
F973 0
F93A 20
F917 0
F921 0
F938 0
F92A 0
F8F8 0
F8C6 0
F8AA 4
F8A6 7
F8A9 1
F898 0
F86E 0
F84E 8
F84E 0
F859 0
F858 0
F851 0
F853 8
F857 0
F84C 0
F83E 0
F83D 0
F84D 0
F860 0
F85F 0
F843 0
F81F 0
F80D 0
F80B 0
F811 0
F807 0
F7E1 0
F7A7 0
F771 0
F75D 0
F763 0
F76C 0
F768 0
F752 0
F732 0
F722 0
F739 0
F770 0
F7A0 0
F7B0 0
F79E 0
F781 0
F777 0
F79A 0
F7D4 0
F7E8 0
F7C7 0
F79D 0
F795 0
F7B4 0
F7E0 0
F7FC 0
F7ED 0
F7C2 0
F7A8 0
F7B5 0
F7D5 0
F7E7 1
F7DA 4
F7BB 32
F7B2 20
F7D7 C
F811 0
F836 1
F847 0
F852 10
F861 1
F874 1
F88B 0
F8AE 12
F8CF 51
F8CF 0
F8B1 1
F897 20
F8A6 4
F8D3 0
F8E6 31
F8CF 0
F8B8 40
F8C0 0
F8D6 0
F8DF 0
F8DC 0
F8D2 0
F8C5 0
F8C5 0
F8D4 0
F8DE 62
F8D6 50
F8CE 0
F8D5 0
F8E3 0
F8F7 2
F914 0
F926 4
F90A 0
F8D0 0
F8B9 2
F8E2 0
F914 0
F906 0
F8BA 0
F878 0
F87F 0
F8BD 0
F8EB 0
F8D7 0
F899 0
F87B 0
F8A4 0
F8E9 0
F8F9 0
F8CA 0
F8A8 2
F8C4 0
F8F7 2
F907 1
F8F5 1
F8EF 0
F906 0
F911 14
F8F6 2
F8CB 0
F8B9 1
F8C1 0
F8C5 20
F8AA 4
F871 0
F83B 0
F82F 0
F84E 4
F869 0
F854 3
F823 0
F808 0
F818 0
F83B 1
F850 1
F84C 0
F838 0
F82B 0
F82D 0
F83E 0
F851 0
F857 0
F843 0
F82A 0
F827 0
F838 0
F83E 0
F828 0
F809 0
F7F3 0
F7DD 0
F7BE 0
F79F 0
F78E 0
F789 0
F77C 0
F75D 0
F73B 0
F744 0
F77E 0
F7B4 0
F7BC 0
F7B3 0
F7CB 0
F7FD 0
F81A 0
F81F 0
F827 0
F837 0
F845 0
F845 0
F83F 0
F847 0
F859 0
F859 0
F83E 0
F827 0
F81D 0
F813 0
F804 20
F7FB 0
F7F3 4
F7E2 0
F7DE 0
F7FA 0
F824 20
F83F 20
F847 0
F857 10
F880 0
F8B0 22
F8D6 0
F8EA 0
F8F3 0
F8FE 0
F908 1
F902 0
F8ED 21
F8DC 4
F8DA 0
F8D3 4
F8B6 0
F888 0
F867 0
F867 0
F876 0
F870 0
F850 0
F833 68
F831 50
F84C 0
F87B 0
F8A6 1
F8AA 10
F893 40
F898 0
F8D4 1
F919 0
F928 0
F8F8 0
F8B6 5
F897 0
F8A8 0
F8BB 1
F897 0
F83E 0
F7ED 0
F7D3 0
F7E8 0
F7F7 0
F7E1 0
F7B6 0
F7A2 0
F7B9 0
F7D6 2
F7DE 0
F7DB 0
F7EE 0
F816 0
F839 0
F847 0
F84E 0
F861 0
F877 0
F878 0
F85F 0
F836 0
F80F 0
F7F9 0
F7EC 0
F7D3 0
F79D 0
F75B 0
F734 0
F73E 0
F751 0
F74A 0
F741 0
F75C 0
F78B 0
F79D 0
F795 0
F7A4 0
F7DD 0
F811 0
F80C 0
F7E6 0
F7E2 0
F80E 0
F82E 0
F813 0
F7E1 0
F7D5 0
F7EB 0
F7EF 0
F7CB 0
F79C 0
F779 0
F769 0
F768 0
F76B 0
F75A 0
F73C 0
F734 0
F750 0
F77E 0
F7B0 0
F7E1 0
F808 0
F819 0
F81A 0
F826 0
F849 0
F879 0
F897 0
F893 0
F87D 0
F871 0
F87B 0
F896 0
F8A8 0
F898 0
F872 0
F851 0
F843 0
F83C 0
F837 4
F83B 0
F844 0
F84E 12
F85C 20
F87B 4
F8AA 0
F8E1 0
F917 0
F942 8
F960 0
F97B 0
F99D 0
F9C3 0
F9D7 0
F9CE 0
F9B3 0
F99A 0
F991 0
F98A 2
F96F 0
F942 0
F920 0
F91B 0
F923 8
F919 0
F8FE 0
F8EA 0
F8F2 0
F909 8
F91B 0
F920 0
F923 0
F92C 0
F93E 10
F951 0
F963 20
F968 10
F958 0
F939 0
F925 40
F928 0
F92B 0
F900 8
F8A0 0
F84F 0
F83F 0
F85A 0
F85E 0
F831 0
F7F8 1
F7E4 4
F80B 0
F845 0
F852 0
F828 10
F808 10
F820 0
F850 0
F853 0
F82A 0
F80D 0
F824 0
F84A 4
F83F 0
F804 0
F7D2 0
F7C3 1
F7C1 0
F7B2 1
F796 0
F771 0
F749 0
F72E 0
F72D 0
F739 0
F73B 0
F731 0
F730 0
F741 0
F754 0
F764 0
F773 0
F77E 0
F785 0
F78A 0
F790 0
F797 0
F79A 0
F78A 0
F767 0
F753 0
F761 0
F771 0
F756 0
F71D 0
F6F7 0
F6FC 0
F716 0
F71F 0
F70F 0
F6FA 0
F6F7 0
F702 0
F71A 0
F74B 0
F784 0
F7A8 0
F7B2 0
F7CA 0
F7FF 0
F835 0
F846 0
F838 0
F832 0
F845 0
F857 0
F852 0
F847 0
F84F 0
F85D 0
F855 0
F83E 0
F83A 0
F854 8
F869 0
F85E 0
F849 0
F859 14
F893 0
F8CB 0
F8E2 0
F8F2 10
F91C 0
F95B 4
F98E 2
F9B2 28
F9D5 C
F9F7 0
FA05 5
F9FE 0
F9EE 4
F9D6 0
F9B7 2
F99A 0
F98B 0
F980 0
F969 0
F945 8
F921 8
F90E 8
F917 0
F938 0
F95A 0
F967 0
F964 0
F966 0
F982 0
F9B4 0
F9EB 0
FA01 0
F9E1 0
F9A4 0
F986 0
F998 0
F9AB 40
F98A 40
F936 0
F8D2 0
F885 C
F867 0
F86A 3
F85F 0
F82E 0
F7F0 0
F7CA 0
F7DA 0
F817 0
F84F 0
F865 0
F86B 8
F87E 0
F8A1 0
F8BB 0
F8BA 0
F8A5 0
F894 8
F88F 0
F875 0
F82D 0
F7CF 0
F78E 0
F775 8
F763 0
F735 0
F6F6 0
F6C9 0
F6BF 0
F6D0 0
F6E8 0
F6F5 0
F6FC 0
F709 0
F71F 0
F73B 0
F765 0
F799 0
F7AE 0
F790 0
F771 0
F786 0
F7B0 0
F7B4 0
F785 0
F743 0
F70F 0
F701 0
F710 0
F70D 0
F6DB 0
F695 0
F669 0
F667 0
F67F 0
F699 0
F6AD 0
F6B7 0
F6BE 0
F6CF 0
F6FB 0
F741 0
F789 0
F7B9 0
F7C9 0
F7CE 0
F7E2 0
F811 0
F848 0
F860 0
F841 0
F80E 0
F806 0
F82F C
F84F 4
F83B 4
F803 0
F7DA 1
F7E6 2
F822 0
F85A 0
F85D 1
F83E 8
F83B 0
F874 0
F8D4 0
F936 1
F97A 0
F998 21
F99C 2
F9B0 5
F9EF 8
FA3C 0
FA5F 0
FA43 4
FA0B 40
F9E4 2
F9DA 0
F9D6 0
F9C2 1
F9A1 0
F97F 0
F963 0
F955 0
F95F 0
F972 0
F97C 0
F985 0
F9A1 0
F9CA 0
F9F2 0
FA1B 0
FA41 0
FA59 2
FA5E 0
FA64 0
FA75 0
FA7F 0
FA6A 0
FA33 2
F9EC 0
F9A7 0
F972 0
F951 0
F938 0
F918 0
F8E7 0
F8B5 0
F896 0
F899 0
F8C1 0
F8F3 0
F8FC 0
F8D2 0
F8AC 0
F8C8 1
F918 0
F953 0
F942 0
F8EE 0
F8A9 0
F8A9 0
F8CD 1
F8CD 21
F88A 4
F82A 2
F7DF 0
F7B5 0
F7A0 4
F791 1
F779 0
F755 0
F72A 0
F704 0
F6F6 0
F710 0
F73C 0
F74D 0
F740 0
F732 0
F73C 0
F755 0
F764 0
F75F 0
F750 0
F748 0
F744 0
F737 0
F71D 0
F705 0
F701 0
F701 0
F6EF 0
F6CA 0
F6AD 0
F6A4 0
F69F 0
F685 0
F65F 0
F651 0
F665 0
F67B 0
F675 0
F669 0
F68B 0
F6E4 0
F733 0
F745 0
F730 0
F72E 0
F759 0
F79D 0
F7CD 0
F7CB 0
F7A6 0
F786 0
F78A 0
F7B2 0
F7D3 0
F7C1 0
F78B 0
F764 1
F766 8
F77B 8
F793 0
F7AF 0
F7C8 0
F7D1 0
F7E2 0
F821 0
F882 0
F8D6 0
F90C 0
F933 0
F95B 10
F984 0
F9A9 C
F9C7 0
F9CE 0
F9B4 2
F98D 20
F968 2
F94E 40
F943 0
F93C 0
F92F 0
F91B 1
F909 0
F90D 0
F930 0
F963 0
F98A 2
F99F 0
F9B4 0
F9D4 0
FA04 20
FA3B 40
FA65 41
FA6B 0
FA5C 8
FA5D 0
FA67 1
FA5D 0
FA39 0
FA0E 1
F9DE 0
F9A5 0
F972 0
F951 0
F93F 0
F927 0
F8F5 0
F8C5 0
F8C0 0
F8EC 0
F921 3
F937 0
F929 0
F915 23
F91B 0
F93D 0
F961 8
F96A 4
F943 4
F8F9 0
F8B2 0
F890 24
F891 0
F88E 10
F86B 0
F822 0
F7D2 0
F7AC 0
F7C4 0
F7EA 0
F7E7 0
F7B7 0
F789 0
F783 0
F792 0
F795 0
F77E 0
F75D 0
F751 0
F759 0
F761 0
F759 0
F74C 0
F74D 0
F755 0
F749 0
F727 0
F70F 0
F71B 0
F730 0
F726 0
F6EF 0
F6A9 0
F68D 0
F6AE 0
F6D0 0
F6B4 0
F666 0
F630 0
F634 0
F657 0
F678 0
F68F 0
F697 0
F692 0
F692 0
F6B4 0
F6F6 0
F72A 0
F733 0
F725 0
F724 0
F741 0
F76C 0
F78E 0
F795 0
F780 0
F766 0
F75E 0
F768 0
F773 0
F770 0
F760 2
F74D 0
F752 0
F780 0
F7BD 0
F7E1 0
F7F2 0
F820 0
F873 0
F8C1 0
F8EC 0
F906 0
F91F 0
F931 0
F93B 0
F943 1
F947 18
F93A 0
F921 40
F911 42
F90C 0
F90F 40
F917 48
F925 0
F930 73
F934 54
F93F 0
F95B 0
F97E 0
F99C 0
F9B6 0
F9D8 0
F9FD 0
FA0E 0
FA07 0
FA0B 0
FA2A 1
FA48 0
FA39 0
FA02 0
F9D1 0
F9C0 0
F9C5 0
F9C2 0
F9A9 4
F97B 0
F955 0
F951 0
F96B 1
F987 0
F987 0
F96D 0
F961 0
F976 0
F98E 0
F98A 0
F972 1
F95D 0
F94F 0
F93E 0
F928 0
F908 2
F8E3 10
F8C8 20
F8C1 0
F8B8 48
F894 40
F860 0
F842 0
F84C 2
F85B 21
F849 20
F81C 1
F7FE 8
F800 0
F804 0
F7F3 4
F7CF 8
F7AF 0
F79E 0
F79A 0
F79E 0
F7A1 0
F797 0
F784 0
F773 0
F76D 0
F771 0
F76D 0
F757 0
F73B 0
F721 0
F707 0
F6F5 0
F6EA 0
F6D5 0
F6A4 0
F672 0
F66C 0
F68D 0
F69B 0
F67E 0
F65B 0
F662 0
F695 0
F6CE 0
F6E8 0
F6E6 0
F6DE 0
F6E7 0
F709 0
F736 0
F756 0
F75B 0
F74A 0
F72F 0
F71D 0
F71A 0
F723 0
F72B 0
F721 0
F700 10
F6E2 0
F6EF 0
F72B 2
F774 A
F7A5 4
F7BA 0
F7D5 0
F80E 0
F85A 2
F89A 16
F8C4 0
F8D9 0
F8DC 1
F8D5 0
F8D4 4
F8E4 0
F8EB 41
F8CC 0
F898 0
F87E 2
F896 0
F8BF 0
F8C9 0
F8BA 0
F8B9 0
F8DC 14
F916 0
F947 0
F95F 0
F96D 0
F98E 1
F9BF 0
F9E6 0
F9F1 0
F9EB A
F9F1 10
FA07 0
FA1B 0
FA0E 0
F9D9 0
F997 0
F974 0
F98C 0
F9BD 0
F9C6 0
F995 0
F954 0
F944 0
F97E 1
F9D2 0
F9F6 0
F9D2 0
F99E 0
F99E 10
F9D2 0
FA00 0
FA05 0
F9E7 0
F9BB 0
F993 0
F979 0
F96D 0
F960 0
F947 0
F928 0
F907 0
F8DC 10
F8B7 0
F8BB 20
F8E6 1
F8F8 0
F8C4 40
F874 0
F860 20
F88E 0
F8B5 0
F89B 0
F857 0
F823 3
F815 0
F823 0
F832 11
F832 0
F820 0
F805 4
F7F3 0
F7F8 0
F810 0
F81C 0
F7F9 0
F7B3 0
F77E 0
F77A 0
F787 10
F772 1
F739 0
F700 0
F6E8 0
F6EF 0
F6F0 0
F6D7 0
F6C3 0
F6DA 0
F716 0
F747 0
F754 0
F758 0
F768 0
F784 0
F799 0
F7A8 0
F7B3 0
F7B3 0
F79C 0
F771 0
